Trip_ID,Customer_ID,Date,Day_of_Week,Direction,Departure_Time,Arrival_Time,Duration_min,traffic_conditions
TRIP0913,AE01,17-01-2025,Friday,0,07:42,08:07,25.7,light
TRIP0914,AE01,17-01-2025,Friday,1,18:43,19:17,34.6,light
TRIP0915,AM01,17-01-2025,Friday,0,08:40,09:57,77.4,normal
TRIP0916,AM01,17-01-2025,Friday,1,17:28,19:01,93.5,heavy
TRIP0917,MI01,17-01-2025,Friday,0,08:56,09:04,8.1,light
TRIP0918,MI01,17-01-2025,Friday,1,18:29,18:38,9.8,normal
TRIP0919,MG01,17-01-2025,Friday,0,08:15,09:05,50.1,normal
TRIP0920,MG01,17-01-2025,Friday,1,17:17,18:18,61.7,heavy
TRIP0921,MO01,17-01-2025,Friday,0,09:01,09:27,26.8,light
TRIP0922,MO01,17-01-2025,Friday,1,18:09,18:47,38.3,moderate
TRIP0923,IR01,17-01-2025,Friday,0,09:00,09:14,14.2,light
TRIP0924,IR01,17-01-2025,Friday,1,19:40,19:55,15.6,light
TRIP0925,IS01,17-01-2025,Friday,0,08:06,08:38,32.4,light
TRIP0926,IS01,17-01-2025,Friday,1,20:19,20:48,29.2,light
TRIP0927,IG01,17-01-2025,Friday,0,10:51,11:23,32.8,normal
TRIP0928,IG01,17-01-2025,Friday,1,17:15,17:58,43.5,heavy
TRIP0929,SR01,17-01-2025,Friday,0,08:49,09:00,11.8,light
TRIP0930,SR01,17-01-2025,Friday,1,18:46,18:57,11.3,light
TRIP0931,SM01,17-01-2025,Friday,0,08:43,09:09,26.5,normal
TRIP0932,SM01,17-01-2025,Friday,1,17:42,18:21,39.8,heavy
TRIP0933,SO01,17-01-2025,Friday,0,08:03,08:38,35.5,light
TRIP0934,SO01,17-01-2025,Friday,1,18:13,18:51,39,normal
TRIP0935,JC01,17-01-2025,Friday,0,09:39,09:56,17.4,light
TRIP0936,JC01,17-01-2025,Friday,1,17:46,18:16,30.9,heavy
TRIP0937,JP01,17-01-2025,Friday,0,08:47,09:09,22.5,normal
TRIP0938,JP01,17-01-2025,Friday,1,20:21,20:37,16.8,light
TRIP0939,JE01,17-01-2025,Friday,0,08:16,08:37,21.9,normal
TRIP0940,JE01,17-01-2025,Friday,1,19:29,19:49,20.4,light
TRIP0941,BG01,17-01-2025,Friday,0,08:44,08:58,14.9,normal
TRIP0942,BG01,17-01-2025,Friday,1,20:28,20:40,12.3,light
TRIP0943,BS01,17-01-2025,Friday,0,10:11,10:27,16,normal
TRIP0944,BS01,17-01-2025,Friday,1,19:11,19:23,12.8,light
TRIP0945,BB01,17-01-2025,Friday,0,08:50,09:13,23.8,light
TRIP0946,BB01,17-01-2025,Friday,1,19:44,20:05,21.6,light
TRIP0947,RI01,17-01-2025,Friday,0,08:28,08:44,16.4,normal
TRIP0948,RI01,17-01-2025,Friday,1,18:31,18:45,14,normal
TRIP0949,RR01,17-01-2025,Friday,0,07:52,08:08,16.2,light
TRIP0950,RR01,17-01-2025,Friday,1,18:42,19:00,19,light
TRIP0951,RM01,17-01-2025,Friday,0,08:36,08:53,17.8,normal
TRIP0952,RM01,17-01-2025,Friday,1,20:38,20:49,11.5,light
TRIP0953,CO01,17-01-2025,Friday,0,08:14,08:46,32.6,normal
TRIP0954,CO01,17-01-2025,Friday,1,18:52,19:18,26.4,light
TRIP0955,CP01,17-01-2025,Friday,0,08:32,08:45,14,normal
TRIP0956,CP01,17-01-2025,Friday,1,17:00,17:18,18.6,moderate
TRIP0957,CE01,17-01-2025,Friday,0,07:26,07:39,13.8,light
TRIP0958,CE01,17-01-2025,Friday,1,18:48,19:01,13.4,light
TRIP0959,CB01,17-01-2025,Friday,0,07:19,07:58,39.7,light
TRIP0960,CB01,17-01-2025,Friday,1,16:04,16:35,31.2,light
TRIP0961,CI01,17-01-2025,Friday,0,08:34,09:23,49.7,normal
TRIP0962,CI01,17-01-2025,Friday,1,17:30,18:34,64.5,heavy
TRIP0963,AI01,17-01-2025,Friday,0,08:45,09:08,23.6,normal
TRIP0964,AI01,17-01-2025,Friday,1,18:17,18:42,26,normal
TRIP0965,AS01,17-01-2025,Friday,0,09:12,09:45,33.4,light
TRIP0966,AS01,17-01-2025,Friday,1,17:42,18:35,53.8,heavy
TRIP0967,AR01,17-01-2025,Friday,0,08:36,09:07,31.9,normal
TRIP0968,AR01,17-01-2025,Friday,1,20:25,20:47,22.4,light
TRIP0969,HB01,17-01-2025,Friday,0,08:24,08:39,15.9,normal
TRIP0970,HB01,17-01-2025,Friday,1,18:50,19:03,13.8,light
TRIP0971,HM01,17-01-2025,Friday,0,08:15,08:49,34.7,normal
TRIP0972,HM01,17-01-2025,Friday,1,19:53,20:18,25.9,light
TRIP0973,HE01,17-01-2025,Friday,0,08:08,08:14,7,light
TRIP0974,HE01,17-01-2025,Friday,1,18:16,18:24,8.6,normal
TRIP0975,HP01,17-01-2025,Friday,0,07:39,07:44,5.2,light
TRIP0976,HP01,17-01-2025,Friday,1,18:08,18:18,10.3,moderate
TRIP0977,JG01,17-01-2025,Friday,0,10:28,10:46,18.6,normal
TRIP0978,JG01,17-01-2025,Friday,1,19:05,19:21,16.7,light
TRIP0979,JR01,17-01-2025,Friday,0,10:49,11:07,18.1,normal
TRIP0980,JR01,17-01-2025,Friday,1,19:24,19:42,18.5,light
TRIP0981,JM01,17-01-2025,Friday,0,07:03,07:20,17,light
TRIP0982,JM01,17-01-2025,Friday,1,18:29,18:47,18.9,normal
TRIP0983,BE01,17-01-2025,Friday,0,07:37,07:40,3.7,light
TRIP0984,BE01,17-01-2025,Friday,1,17:54,18:01,7.7,moderate
TRIP0985,BP01,17-01-2025,Friday,0,08:42,08:47,5.6,normal
TRIP0986,BP01,17-01-2025,Friday,1,19:32,19:36,4.8,light
TRIP0987,BC01,17-01-2025,Friday,0,08:52,08:56,4.2,light
TRIP0988,BC01,17-01-2025,Friday,1,19:57,20:01,4.1,light
TRIP0989,BM01,17-01-2025,Friday,0,07:49,08:17,28.1,light
TRIP0990,BM01,17-01-2025,Friday,1,19:27,19:57,30.9,light
TRIP0991,KS01,17-01-2025,Friday,0,08:18,09:01,43.1,normal
TRIP0992,KS01,17-01-2025,Friday,1,17:37,18:45,68.4,heavy
TRIP0993,KM01,17-01-2025,Friday,0,08:26,09:02,36.1,normal
TRIP0994,KM01,17-01-2025,Friday,1,18:43,19:12,29.3,light
TRIP0995,KB01,17-01-2025,Friday,0,08:21,08:36,15,normal
TRIP0996,KB01,17-01-2025,Friday,1,18:19,18:35,16.6,normal
TRIP0997,KO01,17-01-2025,Friday,0,07:30,07:41,11.1,light
TRIP0998,KO01,17-01-2025,Friday,1,20:14,20:29,15.9,light
TRIP0999,MI01,18-01-2025,Saturday,0,10:50,10:58,8.2,light
TRIP1000,MI01,18-01-2025,Saturday,1,16:44,16:53,9.9,normal
TRIP1001,MG01,18-01-2025,Saturday,0,10:22,10:52,30.7,light
TRIP1002,MG01,18-01-2025,Saturday,1,17:37,18:14,37.3,light
TRIP1003,JC01,18-01-2025,Saturday,0,12:16,12:38,22.3,normal
TRIP1004,JC01,18-01-2025,Saturday,1,18:15,18:32,17.3,light
TRIP1005,BG01,18-01-2025,Saturday,0,12:02,12:16,14,normal
TRIP1006,BG01,18-01-2025,Saturday,1,17:29,17:42,13.2,light
TRIP1007,RR01,18-01-2025,Saturday,0,10:55,11:16,21.5,normal
TRIP1008,RR01,18-01-2025,Saturday,1,16:19,16:36,17.6,light
TRIP1009,RM01,18-01-2025,Saturday,0,10:43,10:56,13.6,light
TRIP1010,RM01,18-01-2025,Saturday,1,17:05,17:22,17,normal
TRIP1011,CP01,18-01-2025,Saturday,0,09:33,09:44,11.1,light
TRIP1012,CP01,18-01-2025,Saturday,1,16:01,16:08,7.5,light
TRIP1013,CE01,18-01-2025,Saturday,0,10:29,10:39,10.9,light
TRIP1014,CE01,18-01-2025,Saturday,1,15:04,15:17,13.7,normal
TRIP1015,CI01,18-01-2025,Saturday,0,10:17,10:44,27.9,light
TRIP1016,CI01,18-01-2025,Saturday,1,16:32,17:12,40.5,light
TRIP1017,AR01,18-01-2025,Saturday,0,12:42,13:08,26.7,normal
TRIP1018,AR01,18-01-2025,Saturday,1,17:29,17:52,23.5,light
TRIP1019,JG01,18-01-2025,Saturday,0,11:15,11:32,17.4,light
TRIP1020,JG01,18-01-2025,Saturday,1,17:48,18:02,14.7,light
TRIP1021,BP01,18-01-2025,Saturday,0,11:29,11:33,4.5,light
TRIP1022,BP01,18-01-2025,Saturday,1,17:41,17:45,4.2,light
TRIP1023,KM01,18-01-2025,Saturday,0,12:26,12:54,28.1,normal
TRIP1024,KM01,18-01-2025,Saturday,1,15:24,15:51,27.7,normal
TRIP1025,KB01,18-01-2025,Saturday,0,11:04,11:18,14,normal
TRIP1026,KB01,18-01-2025,Saturday,1,16:57,17:11,14.7,normal
TRIP1027,EC01,19-01-2025,Sunday,0,09:03,09:21,18.5,light
TRIP1028,EC01,19-01-2025,Sunday,1,15:46,16:07,21.5,normal
TRIP1029,MB01,19-01-2025,Sunday,0,11:45,11:57,12.3,light
TRIP1030,MB01,19-01-2025,Sunday,1,17:15,17:25,10.2,light
TRIP1031,MS01,19-01-2025,Sunday,0,10:26,11:14,48.1,normal
TRIP1032,MS01,19-01-2025,Sunday,1,16:05,16:54,49.6,light
TRIP1033,AC01,19-01-2025,Sunday,0,11:38,12:12,34.2,light
TRIP1034,AC01,19-01-2025,Sunday,1,16:38,17:14,36.9,light
TRIP1035,MG01,19-01-2025,Sunday,0,09:59,10:36,37,light
TRIP1036,MG01,19-01-2025,Sunday,1,15:21,16:02,41.6,normal
TRIP1037,MO01,19-01-2025,Sunday,0,10:50,11:21,31.1,normal
TRIP1038,MO01,19-01-2025,Sunday,1,15:15,15:44,30,normal
TRIP1039,IR01,19-01-2025,Sunday,0,10:17,10:31,14.2,normal
TRIP1040,IR01,19-01-2025,Sunday,1,15:31,15:45,14.7,normal
TRIP1041,IS01,19-01-2025,Sunday,0,09:00,09:29,29.7,light
TRIP1042,IS01,19-01-2025,Sunday,1,15:34,16:06,32.6,normal
TRIP1043,CP01,19-01-2025,Sunday,0,11:10,11:18,8.3,light
TRIP1044,CP01,19-01-2025,Sunday,1,16:54,17:05,11.3,light
TRIP1045,AI01,19-01-2025,Sunday,0,12:49,13:02,14,light
TRIP1046,AI01,19-01-2025,Sunday,1,17:04,17:16,12.9,light
TRIP1047,AS01,19-01-2025,Sunday,0,09:19,09:53,34.4,light
TRIP1048,AS01,19-01-2025,Sunday,1,15:38,16:16,38.4,normal
TRIP1049,AR01,19-01-2025,Sunday,0,10:52,11:19,28,normal
TRIP1050,AR01,19-01-2025,Sunday,1,18:53,19:09,16.9,light
TRIP1051,HP01,19-01-2025,Sunday,0,09:38,09:44,6.9,light
TRIP1052,HP01,19-01-2025,Sunday,1,16:56,17:03,7.9,light
TRIP1053,JR01,19-01-2025,Sunday,0,10:35,10:56,21.5,normal
TRIP1054,JR01,19-01-2025,Sunday,1,17:05,17:17,12.3,light
TRIP1055,KS01,19-01-2025,Sunday,0,11:02,11:24,22.3,light
TRIP1056,KS01,19-01-2025,Sunday,1,15:09,15:49,40.6,normal
TRIP1057,KB01,19-01-2025,Sunday,0,11:53,12:04,11.7,light
TRIP1058,KB01,19-01-2025,Sunday,1,16:01,16:12,11.2,light
TRIP1059,KO01,19-01-2025,Sunday,0,09:04,09:21,17.4,light
TRIP1060,KO01,19-01-2025,Sunday,1,17:01,17:12,11.4,light
TRIP1061,EE01,20-01-2025,Monday,0,07:16,07:32,16.7,light
TRIP1062,EE01,20-01-2025,Monday,1,17:55,18:21,26.5,heavy
TRIP1063,EC01,20-01-2025,Monday,0,08:03,08:25,22.5,normal
TRIP1064,EC01,20-01-2025,Monday,1,19:21,19:39,19,light
TRIP1065,MM01,20-01-2025,Monday,0,08:42,09:08,26.7,moderate
TRIP1066,MM01,20-01-2025,Monday,1,19:24,19:42,18.9,light
TRIP1067,MB01,20-01-2025,Monday,0,07:07,07:20,13.7,light
TRIP1068,MB01,20-01-2025,Monday,1,18:21,18:38,18,moderate
TRIP1069,MS01,20-01-2025,Monday,0,09:29,10:02,33.9,light
TRIP1070,MS01,20-01-2025,Monday,1,17:25,18:19,54.4,normal
TRIP1071,AC01,20-01-2025,Monday,0,08:30,09:23,53.9,heavy
TRIP1072,AC01,20-01-2025,Monday,1,17:17,17:55,38.7,light
TRIP1073,AM01,20-01-2025,Monday,0,07:23,08:22,59.7,light
TRIP1074,AM01,20-01-2025,Monday,1,18:50,19:42,52.2,light
TRIP1075,MI01,20-01-2025,Monday,0,09:53,10:00,7.6,light
TRIP1076,MG01,20-01-2025,Monday,0,08:20,09:20,60,moderate
TRIP1077,MG01,20-01-2025,Monday,1,17:43,18:42,59.1,moderate
TRIP1078,MO01,20-01-2025,Monday,0,07:34,07:57,23.7,light
TRIP1079,MO01,20-01-2025,Monday,1,16:25,16:54,29.4,light
TRIP1080,IR01,20-01-2025,Monday,0,08:21,08:41,20.8,moderate
TRIP1081,IR01,20-01-2025,Monday,1,18:10,18:32,22,moderate
TRIP1082,IS01,20-01-2025,Monday,0,09:58,10:30,32.4,light
TRIP1083,IS01,20-01-2025,Monday,1,20:15,20:41,26.3,light
TRIP1084,IG01,20-01-2025,Monday,0,09:31,09:59,28.7,light
TRIP1085,IG01,20-01-2025,Monday,1,18:52,19:18,26,light
TRIP1086,SR01,20-01-2025,Monday,0,08:50,09:02,12.4,normal
TRIP1087,SR01,20-01-2025,Monday,1,18:45,18:56,11.5,light
TRIP1088,SM01,20-01-2025,Monday,0,08:35,09:13,38.4,moderate
TRIP1089,SM01,20-01-2025,Monday,1,19:28,19:51,23.9,light
TRIP1090,SO01,20-01-2025,Monday,0,09:35,10:05,30,light
TRIP1091,SO01,20-01-2025,Monday,1,16:25,16:58,33.2,light
TRIP1092,JC01,20-01-2025,Monday,0,07:46,08:02,16.6,light
TRIP1093,JC01,20-01-2025,Monday,1,19:51,20:10,19.2,light
TRIP1094,JP01,20-01-2025,Monday,0,08:59,09:23,24.5,normal
TRIP1095,JP01,20-01-2025,Monday,1,18:23,18:50,27.3,normal
TRIP1096,JE01,20-01-2025,Monday,0,09:02,09:24,23,normal
TRIP1097,JE01,20-01-2025,Monday,1,18:16,18:41,25.3,moderate
TRIP1098,BG01,20-01-2025,Monday,0,07:39,07:50,11.2,light
TRIP1099,BG01,20-01-2025,Monday,1,17:49,18:08,19.2,moderate
TRIP1100,BS01,20-01-2025,Monday,0,08:00,08:14,15,normal
TRIP1101,BS01,20-01-2025,Monday,1,20:31,20:42,11.5,light
TRIP1102,BB01,20-01-2025,Monday,0,07:47,08:06,19.5,light
TRIP1103,BB01,20-01-2025,Monday,1,18:07,18:38,31.5,heavy
TRIP1104,RI01,20-01-2025,Monday,0,08:57,09:10,13.2,normal
TRIP1105,RI01,20-01-2025,Monday,1,17:54,18:10,16.8,heavy
TRIP1106,RR01,20-01-2025,Monday,0,08:53,09:14,21.8,normal
TRIP1107,RR01,20-01-2025,Monday,1,17:12,17:31,19.9,light
TRIP1108,RM01,20-01-2025,Monday,0,07:32,07:42,10.6,light
TRIP1109,RM01,20-01-2025,Monday,1,20:19,20:30,11.8,light
TRIP1110,CO01,20-01-2025,Monday,0,07:42,08:06,24.9,light
TRIP1111,CO01,20-01-2025,Monday,1,18:20,18:59,39.2,moderate
TRIP1112,CB01,20-01-2025,Monday,0,09:21,09:56,35.6,light
TRIP1113,CB01,20-01-2025,Monday,1,18:20,19:10,50.2,moderate
TRIP1114,CI01,20-01-2025,Monday,0,08:38,09:34,56.9,moderate
TRIP1115,CI01,20-01-2025,Monday,1,18:00,19:04,64.6,heavy
TRIP1116,CG01,20-01-2025,Monday,0,09:16,09:57,41.8,light
TRIP1117,CG01,20-01-2025,Monday,1,19:03,19:52,49.7,light
TRIP1118,AI01,20-01-2025,Monday,0,08:55,09:17,22.7,normal
TRIP1119,AI01,20-01-2025,Monday,1,19:01,19:21,20.2,light
TRIP1120,AS01,20-01-2025,Monday,0,10:08,10:48,40.4,normal
TRIP1121,AS01,20-01-2025,Monday,1,17:40,18:32,52.6,moderate
TRIP1122,AR01,20-01-2025,Monday,0,08:02,08:31,29.5,normal
TRIP1123,AR01,20-01-2025,Monday,1,17:32,18:04,32.6,normal
TRIP1124,HB01,20-01-2025,Monday,0,08:20,08:37,17.7,moderate
TRIP1125,HB01,20-01-2025,Monday,1,20:26,20:38,12.6,light
TRIP1126,HM01,20-01-2025,Monday,0,07:42,08:05,23.5,light
TRIP1127,HM01,20-01-2025,Monday,1,17:55,18:41,46.5,heavy
TRIP1128,HE01,20-01-2025,Monday,0,08:30,08:40,10.1,heavy
TRIP1129,HE01,20-01-2025,Monday,1,17:27,17:34,7.6,normal
TRIP1130,HP01,20-01-2025,Monday,0,08:30,08:40,10.9,heavy
TRIP1131,HP01,20-01-2025,Monday,1,18:11,18:22,11.3,moderate
TRIP1132,JG01,20-01-2025,Monday,0,07:59,08:19,20.9,normal
TRIP1133,JG01,20-01-2025,Monday,1,20:02,20:19,17.1,light
TRIP1134,JR01,20-01-2025,Monday,0,08:26,08:50,24.9,moderate
TRIP1135,JR01,20-01-2025,Monday,1,20:43,20:58,15.8,light
TRIP1136,JM01,20-01-2025,Monday,0,10:05,10:25,20.2,normal
TRIP1137,JM01,20-01-2025,Monday,1,18:15,18:42,27.7,moderate
TRIP1138,BE01,20-01-2025,Monday,0,09:34,09:38,4.9,light
TRIP1139,BE01,20-01-2025,Monday,1,18:08,18:15,7.6,moderate
TRIP1140,BP01,20-01-2025,Monday,0,10:35,10:40,5.7,normal
TRIP1141,BP01,20-01-2025,Monday,1,17:16,17:21,5.4,light
TRIP1142,BC01,20-01-2025,Monday,0,08:32,08:37,5.4,moderate
TRIP1143,BC01,20-01-2025,Monday,1,19:30,19:34,4.3,light
TRIP1144,BM01,20-01-2025,Monday,0,07:21,07:55,34.1,light
TRIP1145,BM01,20-01-2025,Monday,1,18:36,19:10,34,normal
TRIP1146,KS01,20-01-2025,Monday,0,07:57,08:37,40.3,light
TRIP1147,KS01,20-01-2025,Monday,1,17:22,18:04,42.4,light
TRIP1148,KM01,20-01-2025,Monday,0,08:30,09:08,38.7,heavy
TRIP1149,KM01,20-01-2025,Monday,1,17:12,17:36,24.2,light
TRIP1150,KB01,20-01-2025,Monday,0,08:51,09:07,16,normal
TRIP1151,KB01,20-01-2025,Monday,1,17:54,18:11,17,heavy
TRIP1152,KO01,20-01-2025,Monday,0,09:30,09:43,13.6,light
TRIP1153,KO01,20-01-2025,Monday,1,17:10,17:28,18.9,light
TRIP1154,EE01,21-01-2025,Tuesday,0,10:51,11:12,21.4,normal
TRIP1155,EE01,21-01-2025,Tuesday,1,18:31,18:49,19,normal
TRIP1156,EC01,21-01-2025,Tuesday,0,09:11,09:28,17.9,light
TRIP1157,EC01,21-01-2025,Tuesday,1,18:43,18:59,16.9,light
TRIP1158,MM01,21-01-2025,Tuesday,0,07:00,07:21,21.6,light
TRIP1159,MM01,21-01-2025,Tuesday,1,17:44,18:08,24.7,moderate
TRIP1160,MB01,21-01-2025,Tuesday,0,09:08,09:20,12.5,light
TRIP1161,MB01,21-01-2025,Tuesday,1,19:38,19:52,14.6,light
TRIP1162,MS01,21-01-2025,Tuesday,0,08:59,09:52,53.4,light
TRIP1163,MS01,21-01-2025,Tuesday,1,19:40,20:31,51.3,light
TRIP1164,AC01,21-01-2025,Tuesday,0,08:00,08:36,36.8,light
TRIP1165,AC01,21-01-2025,Tuesday,1,17:48,18:32,44.3,moderate
TRIP1166,AM01,21-01-2025,Tuesday,0,10:03,11:03,60.8,normal
TRIP1167,AM01,21-01-2025,Tuesday,1,19:25,20:22,57.8,light
TRIP1168,MI01,21-01-2025,Tuesday,0,08:50,09:00,10.1,normal
TRIP1169,MI01,21-01-2025,Tuesday,1,18:46,18:53,7.2,light
TRIP1170,MG01,21-01-2025,Tuesday,0,09:06,09:47,41.5,light
TRIP1171,MG01,21-01-2025,Tuesday,1,17:08,17:42,34.3,light
TRIP1172,MO01,21-01-2025,Tuesday,0,10:01,10:32,31.6,normal
TRIP1173,MO01,21-01-2025,Tuesday,1,20:51,21:15,25,light
TRIP1174,IR01,21-01-2025,Tuesday,0,07:29,07:44,15.1,light
TRIP1175,IR01,21-01-2025,Tuesday,1,17:09,17:21,12.5,light
TRIP1176,IS01,21-01-2025,Tuesday,0,10:25,10:57,32.4,normal
TRIP1177,IS01,21-01-2025,Tuesday,1,16:35,17:03,28.5,light
TRIP1178,IG01,21-01-2025,Tuesday,0,08:47,09:26,39.2,normal
TRIP1179,IG01,21-01-2025,Tuesday,1,18:22,18:57,35.9,normal
TRIP1180,SR01,21-01-2025,Tuesday,0,08:45,08:57,12.3,normal
TRIP1181,SR01,21-01-2025,Tuesday,1,19:00,19:07,7.9,light
TRIP1182,SM01,21-01-2025,Tuesday,0,08:26,08:56,30.2,moderate
TRIP1183,SM01,21-01-2025,Tuesday,1,20:53,21:17,24.1,light
TRIP1184,SO01,21-01-2025,Tuesday,0,10:15,10:47,32.1,normal
TRIP1185,SO01,21-01-2025,Tuesday,1,19:43,20:13,30.4,light
TRIP1186,JC01,21-01-2025,Tuesday,0,08:56,09:16,20.6,light
TRIP1187,JC01,21-01-2025,Tuesday,1,19:36,19:56,20.4,light
TRIP1188,JP01,21-01-2025,Tuesday,0,08:24,08:50,26.2,moderate
TRIP1189,JP01,21-01-2025,Tuesday,1,16:57,17:15,18.1,light
TRIP1190,BG01,21-01-2025,Tuesday,0,07:50,08:02,12.6,light
TRIP1191,BG01,21-01-2025,Tuesday,1,18:51,19:03,12.6,light
TRIP1192,BS01,21-01-2025,Tuesday,0,07:24,07:36,12.3,light
TRIP1193,BS01,21-01-2025,Tuesday,1,17:57,18:17,20.1,moderate
TRIP1194,BB01,21-01-2025,Tuesday,0,09:49,10:08,19.8,light
TRIP1195,RI01,21-01-2025,Tuesday,0,08:23,08:40,17.2,moderate
TRIP1196,RI01,21-01-2025,Tuesday,1,19:06,19:17,11.8,light
TRIP1197,RR01,21-01-2025,Tuesday,0,08:43,09:06,23.5,normal
TRIP1198,RR01,21-01-2025,Tuesday,1,20:37,20:52,15.6,light
TRIP1199,RM01,21-01-2025,Tuesday,0,09:38,09:51,13.6,light
TRIP1200,RM01,21-01-2025,Tuesday,1,19:08,19:22,14.3,light
TRIP1201,CO01,21-01-2025,Tuesday,0,09:41,10:07,26.4,light
TRIP1202,CO01,21-01-2025,Tuesday,1,19:45,20:13,28.9,light
TRIP1203,CP01,21-01-2025,Tuesday,0,09:15,09:26,11.4,light
TRIP1204,CP01,21-01-2025,Tuesday,1,18:02,18:21,19,moderate
TRIP1205,CE01,21-01-2025,Tuesday,0,09:55,10:07,12.5,light
TRIP1206,CE01,21-01-2025,Tuesday,1,18:29,18:44,15.4,normal
TRIP1207,CB01,21-01-2025,Tuesday,0,10:34,11:19,45.4,normal
TRIP1208,CB01,21-01-2025,Tuesday,1,17:56,18:51,55.1,moderate
TRIP1209,CI01,21-01-2025,Tuesday,0,07:17,07:55,38.3,light
TRIP1210,CI01,21-01-2025,Tuesday,1,17:40,18:26,47,normal
TRIP1211,CG01,21-01-2025,Tuesday,0,08:30,09:37,67.6,moderate
TRIP1212,CG01,21-01-2025,Tuesday,1,17:50,18:54,64.4,moderate
TRIP1213,AI01,21-01-2025,Tuesday,0,08:13,08:36,23,normal
TRIP1214,AI01,21-01-2025,Tuesday,1,19:20,19:42,22.1,light
TRIP1215,AS01,21-01-2025,Tuesday,0,08:34,09:26,52.6,moderate
TRIP1216,AS01,21-01-2025,Tuesday,1,18:35,19:10,35.7,light
TRIP1217,AR01,21-01-2025,Tuesday,0,08:44,09:17,33.3,normal
TRIP1218,AR01,21-01-2025,Tuesday,1,17:39,18:07,28.7,normal
TRIP1219,HB01,21-01-2025,Tuesday,0,09:51,10:04,13.5,light
TRIP1220,HB01,21-01-2025,Tuesday,1,18:51,19:01,10.7,light
TRIP1221,HM01,21-01-2025,Tuesday,0,07:50,08:13,23.7,light
TRIP1222,HM01,21-01-2025,Tuesday,1,18:23,18:54,32,normal
TRIP1223,HE01,21-01-2025,Tuesday,0,07:41,07:47,6,light
TRIP1224,HE01,21-01-2025,Tuesday,1,17:12,17:17,5.9,light
TRIP1225,HP01,21-01-2025,Tuesday,0,08:30,08:41,11.1,moderate
TRIP1226,HP01,21-01-2025,Tuesday,1,20:36,20:42,6.4,light
TRIP1227,JG01,21-01-2025,Tuesday,0,09:20,09:36,16.4,light
TRIP1228,JG01,21-01-2025,Tuesday,1,20:52,21:09,17.7,light
TRIP1229,JR01,21-01-2025,Tuesday,0,07:09,07:26,17.3,light
TRIP1230,JR01,21-01-2025,Tuesday,1,19:00,19:14,14,light
TRIP1231,JM01,21-01-2025,Tuesday,0,07:26,07:45,19.3,light
TRIP1232,JM01,21-01-2025,Tuesday,1,19:19,19:35,16.8,light
TRIP1233,BE01,21-01-2025,Tuesday,0,07:00,07:05,5.3,light
TRIP1234,BE01,21-01-2025,Tuesday,1,18:55,18:58,4,light
TRIP1235,BP01,21-01-2025,Tuesday,0,08:37,08:44,7,moderate
TRIP1236,BP01,21-01-2025,Tuesday,1,19:44,19:48,4.5,light
TRIP1237,BC01,21-01-2025,Tuesday,0,07:14,07:18,4.3,light
TRIP1238,BC01,21-01-2025,Tuesday,1,18:16,18:21,5,moderate
TRIP1239,BM01,21-01-2025,Tuesday,0,08:56,09:31,35.9,light
TRIP1240,KS01,21-01-2025,Tuesday,0,07:55,08:30,35.2,light
TRIP1241,KS01,21-01-2025,Tuesday,1,17:36,18:19,43.6,normal
TRIP1242,KM01,21-01-2025,Tuesday,0,10:21,10:50,29.2,normal
TRIP1243,KM01,21-01-2025,Tuesday,1,18:16,18:50,34.9,moderate
TRIP1244,KB01,21-01-2025,Tuesday,0,07:53,08:03,10.8,light
TRIP1245,KB01,21-01-2025,Tuesday,1,18:58,19:06,8.9,light
TRIP1246,KO01,21-01-2025,Tuesday,0,08:01,08:22,21.4,light
TRIP1247,KO01,21-01-2025,Tuesday,1,17:02,17:15,13.5,light
TRIP1248,EE01,22-01-2025,Wednesday,0,09:04,09:22,18.6,light
TRIP1249,EE01,22-01-2025,Wednesday,1,18:02,18:31,29.5,moderate
TRIP1250,EC01,22-01-2025,Wednesday,0,07:49,08:07,18.6,light
TRIP1251,EC01,22-01-2025,Wednesday,1,17:58,18:24,26.6,moderate
TRIP1252,MM01,22-01-2025,Wednesday,0,08:52,09:14,22.8,normal
TRIP1253,MM01,22-01-2025,Wednesday,1,18:47,19:05,18.5,light
TRIP1254,MB01,22-01-2025,Wednesday,0,10:02,10:17,15.1,normal
TRIP1255,MB01,22-01-2025,Wednesday,1,18:52,19:04,12.1,light
TRIP1256,MS01,22-01-2025,Wednesday,0,07:07,07:57,50.7,light
TRIP1257,MS01,22-01-2025,Wednesday,1,18:46,19:27,41.6,light
TRIP1258,AC01,22-01-2025,Wednesday,0,08:45,09:23,38.9,normal
TRIP1259,AC01,22-01-2025,Wednesday,1,20:18,20:47,29.3,light
TRIP1260,AE01,22-01-2025,Wednesday,0,08:39,09:18,39.7,normal
TRIP1261,AE01,22-01-2025,Wednesday,1,17:59,18:52,53.8,moderate
TRIP1262,MI01,22-01-2025,Wednesday,0,08:53,09:01,8.6,normal
TRIP1263,MI01,22-01-2025,Wednesday,1,17:33,17:41,8.8,normal
TRIP1264,MG01,22-01-2025,Wednesday,0,08:11,08:55,44,normal
TRIP1265,MG01,22-01-2025,Wednesday,1,19:51,20:29,38.4,light
TRIP1266,MO01,22-01-2025,Wednesday,0,09:06,09:36,30.8,light
TRIP1267,MO01,22-01-2025,Wednesday,1,18:35,19:07,33,light
